Name,Address,Operation,Type,Explanation,Img
이사동 민속마을,대전 동구 이사로 102-21,00:00 ~ 24:00,Representativ attractions,"ボムンサン山の背後にある広い谷に沿って形成されたイサ・ドンは、500年前にウンジンの歌家族によって定住しました。村の村であるイサ・ドンは、時間の経過とともに自然に自然にウンジンの歌のジャングジで満たされたコレクションの村になりました。村の裏にある1,000を超える墓とさまざまな石で構成される巨大な墓地。それは、墓地を保護する7,000のトラブルと木の墓地と調和した、よく設計された公園のようなものです。Yehakに焦点を当てているUam Song Si -Yeolの家族である家族である墓地は、子孫の祖先の愛と感謝を見ることができます。ユネスコの世界遺産に匹敵する墓地と、500年にわたって導入されてきた村の調和は、4世代の生活と世界観を観察できるという点で世界遺産と見なすことができます。",https://daejeontour.co.kr/upload/atch/tourspot/20211222110334303.jpg
오-월드,대전 중구 사정공원로 70,09:30 ~ 18:00,Representativ attractions,Daejeon O Worldは、サブ中央地域で最大のテーマパークであり、家族全員が楽しむことができます。これは、「Ju Land+Flower Land+Joyland+Birdland+Night Universe」の複雑な空間で構成されています。Ju Landには韓国のオオカミのSafariがあります。これはOwwedでしか見つかりません。アフリカのサファリやバスで野生生物を生きることができる他の動物を見ることができます。ジョイランドでの巨大なROP、フルムライド、スーパーバイキングなどのスリリングな乗り物を体験し、希少で熱帯の庭園で素晴らしい鳥の体験を楽しむことができます。さらに、さまざまなデジタルメディアデバイスや興味深いストーリーテリングを備えた神秘的な夜の宇宙で、ホログラムショーや音楽の噴水などの素晴らしい夜を体験できます。,https://daejeontour.co.kr/upload/atch/tourspot/20230228174318022.jpg
뿌리공원,대전 중구 뿌리공원로 79,"3월~10월 : 06:00~22:00, 11월~2월 : 07:00~21:00 / 연중무휴",Representativ attractions,これは、誰もが自分のルーツを知り、パスヒオチンの道を栽培し、ハンキョーレの子孫を思い出させるために、世界で初めて姓を象徴する彫刻を確立した忠誠心教育センターです。根、12の根の根底にある根の根を取り戻すことができる性的彫刻、さまざまなイベントを行うことができます）、交通標識、歩行者など。ワイルドケア複合体、栗の複合体、プロムナード、水辺、噴水、および慢性梁（溶岩ダム）には自然な観測源があります。,https://daejeontour.co.kr/upload/atch/tourspot/20220127095333740.jpg
수운교천단,대전 유성구 자운로245번길 80,06:00 ~ 18:00,Historical attractions,"私たちの国の宗教の1つであるスーガン橋は、一般に広く知られていません。この価値は、全国で約60,000人を推定するという点で非常に高いと言われており、それは幅広い思考と現代の宗教社会であると言われています。Sugun橋のシンボルとして、Cheondanは、Sugun Bridgeの本部があるDaejeonのGeumbyeongsanにあるDosolcheon（Daejeon Tangible Cultural Property No. 28）にあります。この寺院は、神を崇拝する場所であり、正面に3つの正方形と側面に2つの正方形があります。敷地内にはグワンデオクムンとジョンガックがあり、ボンヨンガック、弁護士党、福祉センター、オフィス、駐車場がいます。Jaun Solbat ParkはSuun Bridge Templeの前に設立されているため、運動して歩き、休むのに最適な場所です。",https://daejeontour.co.kr/upload/atch/tourspot/20220127145854644.jpg
계족산성,대전 대덕구 산디로 79-70,09:00 ~ 24:00,Historical attractions,大jeonのジャンドンギョジョク（海抜420m上）の頂上にある尾根に沿って建てられたテメスタイルの酸です。この酸はBaekjeによって構築されたことが知られていますが、1998年から99年に発掘を通じてSillaに蓄積されたことがわかりました。酸の高さは約7〜10mで、ドアは東、西、南で作られています。城では、3つの王国時代に作られた大きな井戸が発見され、ソンナイの建物の場所では、ゴリオ王朝とホセオン王朝が発見され、喜んでいる王朝まで使用されていることがわかりました。城を積み重ねる方法は、ボーウンのシラ・サムサン（歴史的No. 235）と同じように蓄積され、掘削された土材の中で最も古いものは6世紀半ばに蓄積されたことが発掘によって明らかにされました。その後、AreareNwareフォームは少数のBaekjeであり、Sillaベースの土材が多数あります。Gyejoksanseongは、新しい発掘結果によってSillaによって蓄積されたことがわかっていましたが、それはまだ議論の余地があり、6世紀半ばにSillaまたはBaekjeによって作られており、その時点で大jeon脂肪の戦略的重要性を示しています。,https://daejeontour.co.kr/upload/atch/tourspot/20220127174746107.bmp
미륵원,대전 동구 마산동 135-2,00:00 ~ 24:00,Historical attractions,「Maitreyawon」は、Sijo Hwang Yun -Bo、Sijo Hwang -Hwang、Goryeoによって建設され、Daecheonghoの隣のMasan -Dongにありました。彼の子孫は3世代でマトレヤを運営し、多くの善行を作りました。それは今日、私的な社会福祉団体の親友であり、その前の旅行者に無料の宿泊施設を提供し、避難所なしでさまようホームレスの人々を解放しました。子孫はまた、パビリオンに名前を付けたので、名前がナムルになり、旅行者が熱から逃れることを許可しました。ファン・ユン・ボの善行は誰もが称賛され、チョンチャオン・ドーの心は広く知られていました。Jung InやSong Si -Yeolなど、その日の有名な人々でさえ、Sae Young -Kiの抑制を遅らせるためのステータスを推測することもできます。Maitreyawonは、DaejeonにあるSeven Woth（Installed Instaled Instaledの一種）の中で最も古く、最も有名なものであり、サイトを把握する唯一の場所であるという点で非常に歴史的です。北と南の東、西、南60mの巨大な遺跡はダチョン湖に沈んでいるので、彼らは壮大さを見ることができませんが、ハエシルとナム・ルーは現在のサイトに復元され、ホー・ドク・ファンの善行を感じています。,https://daejeontour.co.kr/upload/atch/tourspot/20220127145028225.jpg
숭현서원,대전 유성구 엑스포로251번길 36,00:00 ~ 24:00,Historical attractions,1992年に大jeonのメトロポリタンモニュメントNo. 27に指定されたSung -hyun Seowonは、大jeonで設立された最初のSeowonであり、最初に受け取ったSeowonです。このSeowonでは、Jung Kwang -Pil、Chungam Kim Jong、Gyuam Song in -soo、Four Seasons Kim Jang -Saeng、Dongchun Song Joon -Gil、Wooam Song Si si -yeol、Jukchang Lee Si -jik、とYa Eun Song si -young。それは、ダウォン銃のシュオンの排除時に閉じたドアによって書き直されました、そして、古い遺跡はそれほど多くありません。周囲の風景、Younggwi -Ru、ミステリー、イニシアチブ、およびイニシアチブの後ろに8つの弦が開催される神社があります。古いシウォンの雰囲気を感じたい場合は、ここでスンギョン・セウォンを探索したいかもしれません。,https://tong.visitkorea.or.kr/cms/resource/09/3065109_image2_1.JPG
회덕향교대성전,대전 대덕구 대전로1397번안길 126,00:00 ~ 24:00,Historical attractions,ホーオチョンの初期に建てられたHoeokhyangygoは、1600年にイミン戦争の燃焼を再建し、1812年の秋に書き直し、今日到達しました。ホセオン王朝の間、Daedeok -Gu、DaejeonはHoe -deok -hyunに分類され、Eupnae -dongは当時のHoe -deok -hyunの管理センターでした。Hoeokhyangygyoは、Hoeokgwanaの北約400メートルにある山のふもとに南に位置していました（現在はHoeok 1 -Dong Officeの隣の空き地）。中央では、Songjo 4県（Ju -Don、Jung Ho、Jung -Yi、Ju -Hee）、Korea 18県（Sulgong、Choi Chi -Won、Anyu、Jung Mong -Ju、Kim UK -Pil）・Plaque Cho Kwang -Jo、Lee Hwang、II、Song Joon -Gil、Cho Heon、Song Si -Yeolなど）は、東と西の両方の壁に向けられています。Daesungjeonでは、この地域の憲法館、建物、および一般森林が、月カレンダーの2月と8月に集まります。Myeong -Ryundangは、正面に5つのスペースと側面に2つのスペースがある8ピースのルーフハウスです。,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEzef9eh4b9C_5QMeBQHX9U4Ur6tNSSR5QiA&s
쌍청당,대전 대덕구 쌍청당로 17,11:00 ~ 18:00,Historical attractions,1989年3月18日、それは大川の有形の文化的財産第2位に指定され、Goryeo Chosunの初期に維持されていたSongyuの別のパーティーでした。Ssangcheongdangは、Park Pang -Yeonによって建設されたパーティーです。Ssangcheongdangは、前面に3つの正方形と花崗岩に積み重ねられた表彰台に2つの正方形を備えた南西の建物です。右の2つのスペースはDaecheong、左はOndolルームです。上部は半分のハンド側として使用され、底は半分ハンドの側と底として使用されました。それらはすべて、四角い柱を使用してブラシとトーメントをサポートし、養蜂タイプがないと桁を支えました。この代表的な文化的財産は、元の外観を維持し、初期のジョセオン王朝の建築スタイルを調べることができ、ウンジンの歌で管理されています。,https://www.heritage.go.kr/unisearch/images/tangible_cult_prop/thumb/2023030816543900.JPG
대전 소대헌ㆍ호연재 고택,대전 대덕구 동춘당로 70,00:00 ~ 24:00,Historical attractions,大川メトロポリタン市の民俗文化遺産第2号と指定された建物は、ドンチュンパーティーの歌ジュンギルの2番目の孫の歌であるビョン-haと一緒に暮らすようになる古い家です。ゲートに入ると、左側に大きな愛の陳があり、右側に小さな愛の陳があります。小さな愛のチェの左側にあるジョングムンに入ると、「ㄱ」形の平面に正方形の柱が付いた簡潔な形の柱があります。Anchaeは最近、Daecheongにガラスを少し置くことでプロトタイプを変更しました。アンチェの前の小さな愛は、正面に8つの正方形と、八角形の軍隊の屋根の側面にある2つの面です。フェンスの右側には、真ん中に人工島がある大きな池があり、風に追加されています。,https://dapsa.kr/blog/wp-content/uploads/2023/09/%EB%8C%80%EC%A0%84_%EC%86%8C%EB%8C%80%ED%97%8C%C2%B7%ED%98%B8%EC%97%B0%EC%9E%AC_%EA%B3%A0%ED%83%9D.jpg
조선의 정원서재 송시열의 남간정사,대전 동구 충정로 53,00:00 ~ 24:00,Historical attractions,Wooam Song Si -Yeol（1607〜1689）は、Chosun Conf教の歴史の中で脳卒中を描いたキャラクターでした。Namanjeongsaは、Joseon王朝の最高の学者であるSong Si -Yeolが弟子たちを教えた場所です。現在、UAM Historic Parkの入り口の隣にあるNamkanjeongsa寺院は、正面に4つの正方形と側面に2つの正方形がある南向きの建物です。西は西に1つの正方形、側面に2つの正方形、中央に2つの正方形、側面の2つの正方形はダチョンで構成されています。さらに、東の2つのスペースの1つと東の2つの正方形の1つが奥の部屋であり、正面はDaecheongに接続されたヌムルです。その前にはki -gukがあり、前は3と2です。Namanjeongsaにはユニークな庭があります。バレーの水は、ダチョンの下を流れて、男性問題の前に広い池を形成します。池の周りの春には、桜やシャクナゲなどの花がいっぱいで、秋には秋の葉で目が楽しくなります。,https://daejeontour.co.kr/upload/atch/tourspot/20220127145112183.jpg
우암사적공원,대전 동구 충정로 53,05:00 ~ 21:00 / 연중무휴,Historical attractions,後期のホショーン王朝では、ソン・シオール氏は弟子たちを教え、景色はユニークであり、ナマンジョンサ寺院は大川の4番目の有形の文化的財産第4号に指定されました。さらに、この神社は男性の問題の後ろに建てられ、UAMの歌Si -Yeol、Suam Kwon Sang -Ha、Seokgok Song Sang -Minの男性の歴史があります。Ki -guk -jungは、Uam Song Si -Yeolが紋章に戻ることを拒否する建物であり、その周りに豊かなWolfberryとChrysanthemumsに由来し、Seonbiの隔離された親relativeの非人間性を意味します。さらに、Daejeon Cityの最初の具体的な文化的財産であるSongja Daejeon Panmokや、最初の記念碑、Gosan Temple、Gosansa Temple、Sammae -Dangのパク・パン・イオンなど、多くの遺跡があります。,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5CZnCPZAejBtM0s7c4xc8FCrb32f9ozwIUA&s
도산서원,대전 서구 남선로 8,00:00 ~ 24:00,Historical attractions,Daejeon Metropolitan City Cultural Heritage Data No. 3と指定されたDosan Seowonは、1693年にユリムによって設立された私的教育機関（Sukjong 19）であり、Kwon Deuk -Kiと彼の息子Tanong Kwon Siを記念しています。Kwon Deuk -Kiは41歳で、文学の救助につながっていましたが、彼はGwanghae -Gunの紋章の命を送り、学校に専念した堅実な切開でした。息子のタノン・クォンは高校でもありました。これは、講堂、Jisunjae、実用的な素材、Kwon Deuk -Gi、Kwon -shiとして使用されています。この村はドーサンとドーサン・セウォンと呼ばれています。彼はDaewon -GunのSeowon Railroadが率い、2回回復しました。タノンの墓地があります。,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnoBeb8FBZQI5SCItuOci_ZYVxCHwB5Arnqg&s
옛 대전형무소,대전 중구 중촌동 16-11,00:00 ~ 24:00,Historical attractions,"元大jeon刑務所は、1919年に韓国知事によって開かれ、3月1日の運動のために独立活動家が短縮されたときにこの問題を解決しました。日本の植民地時代には、ドーサン・アーン・チャン、ヨン・ウン・ヒョン、パク・ヒョン、キム・チャン・スークなどの多くの独立活動家が投獄されました。韓国戦争中、連合軍に追われた北朝鮮軍も、1,300人を含む6,000人以上の虐殺の恐ろしい歴史でした。大jeon刑務所をYuseong -guに移動している間、古い外観は南の志望者だけを取り除くことで見られません。しかし、国民の悲劇を振り返るために保存されているものの塔と井戸は、歴史の痕跡として意味があります。",https://lh3.googleusercontent.com/proxy/n68BtIcQ3kbCY9nVIsuEo6Rse-S1QzzkouOrus7GCiQDu_AfXthJ_Ji77z_K-tc07ee8LJuuom4URgQkilxIYXjU2MABGFfcfjR8ld4Sp1eySdfzgG0M8t7zbsT7Fj8
봉소루,대전 중구 봉소루로 29,00:00 ~ 24:00,Historical attractions,それは、四川王朝にあるホジョン王朝のパビリオンです。Bong So -jae Male Bung Bungは、清の丘の上に建てられました。ボンソルの名前は、もともとボンと呼ばれていました。ボンソとは、フェニックスのフェニックスとボン・ソー・ソー・ジェエは、後ろ向きに訓練する教育スタンプを指します。スケールは部屋です。ダチョン。内部の部屋。キッチン付きのアンカーとライブラリ。2つの外部野菜で構成されています。アンチェは戦争中で、ボンソルは1970年代初頭でしたが、フォームは元の姿でした。現在、Daejeon Cultural Heritage Data No. 35として指定されています。,https://dh.aks.ac.kr/~heritage/wiki/images/thumb/4/44/%EB%B4%89%EC%86%8C%EB%A3%A8.jpg/360px-%EB%B4%89%EC%86%8C%EB%A3%A8.jpg
유회당,대전 중구 운남로85번길 32-20,연중무휴,Historical attractions,1707年に1707年に建てられた建物（Sukjong 33）（Sukjong 33）は、建物の後に丘の上の親の墓を犠牲にし、読んで教育します。パーティー内のダチョンの右側に古い看板があり、それはクォン・デュク・キーの十字架刑とクォンの「サガル・オールドシティ」の警告から取られています。左側に飛行機があり、1720年にクォン・リー・ジンが取締役会を書きました。建物の名前である建物の名前は、親のことを考えたいと思っている効果的な心を常に望んでいる親silialな信心を意味します。建物は丘の南にあるので、野外を見下ろすことで建物の尊厳を感じることができます。党は、有形の文化的財産番号6に指定されています。,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e57f2121-0f5c-43a4-a2a4-4a38602f7e21
고산사 대웅전,대전 동구 대전로316번길 205,04:30 ~ 18:00 / 연중무휴,Historical attractions,Donggu、Dong -Gu、DaejeonのDaseong -Dongの寺院の建物は886（Silla Jeonggang King）に設立され、1636年に再建されたGosansaは、Joseon王朝まで6回再建されたにもかかわらず、古い形で保存されました。 。敷地内には、ダンジョンを中心としたバイセクシュアルの角度と楽園保存があり、大heungjeonの前の左側に2つの破産があります。Daeungjeonを修理するとき、法的山の立法寺院の像が見つかりました。これは、Gosanの古い名前が法的ビジネスであったことを示しています。Daeungjeonは、3つの正方形と石の表彰台の側面に2つの正方形の南東に建てられています。それはホセオン王朝で人気のあるダポスタイルの建物でした。1989年3月18日、大jeonのメトロポリタン市の具体的な文化的財産は10番に指定されました。,https://www.heritage.go.kr/unisearch/images/treasure/thumb/2022040715490300.JPG
문충사,대전 동구 동부로73번길 44,00:00 ~ 24:00,Historical attractions,大jeonの大都市都市文化遺産データ第4号と指定されたムンチョンサは、大jeonのドングーにあります。それは、兄弟の兄弟と兄弟の兄弟である兄弟の兄弟であるビョン・サンと歌ビョン・ソーンの兄弟をenった神社です。もともとは、1908年にチョンチョンブックのヨンドンに建てられ、1966年にソングバインサンの60周年記念プロジェクトの1つとして現在の国として現在の地位に移りました。香港の門は入り口に立っており、外側のサムムンにヨングドン・セウォンのボードがあり、側面の片側があります。Yongdong Seowonは1970年に建設され、Joseon王朝のSeowon Architecture Styleに従いました。,https://www.cha.go.kr/unisearch/images/cultural_material/thumb/1659695.jpg
진잠향교대성전,대전 유성구 교촌로 67,09:00 ~ 17:00 / 휴무일 : 공휴일 명절,Historical attractions,1989年3月18日、大jeon都市文化遺産データは6番として指定されました。Jinjam Hyangygoは、Joseon王朝の1405年（Taejong 5）に設立され、Hoeok HyangygoとDaejeonの近くで勉強する発祥の地でした。Daeseongjeon、Myeong -Ryun Party、East -West Yangjaeなどの建物で構成されており、設立以来数回重水であったと言われています。hyangyoには、ヤサンの背景が低い状態で入り口に立ち上がる3つのゲート型の系統ゲートがあり、東門の両側に東西の材料が配置されています。内部の勉強を教えてくれるマイオン・リアンのパーティーがあり、背中の内側のサムムンを通り抜けると、高地の幽霊のフェンスに囲まれた大角jeonがあります。Hongsalmun GateはHyangygyoの入り口に設置されており、Hamabiも当時の状況を確認するために建てられています。,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQv4RXgjf24oOHjixJdJ02N43eAbooN9WopuQ&s
현대프리미엄아울렛 대전,대전 유성구 테크노중앙로 123,,Cultural attractions,daejeon文学博物館は2012年12月27日にオープンし、地元の文学の人々の作品と歴史的飼料を体系的に収集、保存、研究して、大jeon文学のアイデンティティを確立し、文学の伝統を継承しました。それは地元の文学の中心として機能し、段落ややり取りの場所を提供し、誰もが文学を知り、楽しんでコミュニケーションできるように、展示、教育、文学的なイベントなどのさまざまな活動を実施しています。ㅇメイン施設：恒久的な展示室、計画展示室、多目的講義室、文学的なラブルームなど。,https://cdn.daejonilbo.com/news/photo/202209/2025965_442886_1628.jpg
여진불교미술관,대전 유성구 엑스포로 624,10:00 ~ 17:00 / 휴무일 : 매주 월요일,Cultural attractions,消滅する伝統文化を継承する目的で、国のさまざまな地域で伝統的な文化の伝統文化を表現することにより、私たちのFADDの認識を継承する場所です。それは、仏教芸術のMacをつなぐために無形の文化的資産を促進し、伝統的な仏教芸術公園と呼ばれるテーマパークです。また、訪問者のための休憩室と休憩エリアと人生の仏教の体験ホールもあります。仏像を見ることができ、仏像を見ることができる遊歩道もあります。入場料は無料で、午前10時から午後5時まで見ることができます。月曜日は閉鎖されています。,https://cdn.imweb.me/upload/S20190806b57d6d917403a/e025c3a92eadd.jpg
국립대전현충원해당,대전 유성구 현충원로 251,,Cultural attractions,韓国の最初の映画アリランのロイヤルキュウ、ベルリンオリンピックマラソンの金メダリストである息子キジュン、韓国第10代大統領のチョイチュハ大統領など、多くの有名な名詞が埋葬されています。さらに、国にいるヨンピオンの爆撃者とチョナン船も、墓地の3つの墓地で眠っています。国立大jeon郡は、墓地の周りの環境や墓地の周辺環境を浄化するためのボランティア活動などの参加ヤードのために、ホックク公園の役割も担当しています。特に、韓国の終わりまで稼働している蒸気機関車であるMika 129は、Hokuk Railway Memorial Hallで展示されています。登録された文化的財産であるこの列車は、朝鮮戦争中の米軍の救助活動に使用される列車としての歴史的価値を含む列車です。,https://daejeontour.co.kr/upload/atch/tourspot/20220127152058479.jpg
